BlockNumber;Time Since Block start in ms;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present
0;0;instantiate;0;0;0.5281501;0.4110236;0.1296903;0.5862248;2.470464;0;0;1.125888;1
0;0.3568764;instantiate;0;1;0.3663986;0.503937;0.5233352;0.3990471;2.334649;0;0;1.16382;2
0;0.7499352;mouse;1;1;0.1358356;0.4015748;0.1241512;0.4103315;2.344165;0.8680133;0.7499352;1.125888;2
0;0.8007832;instantiate;0;2;0.1206434;0.3937008;0.8879357;0.2106411;2.477292;0;0;1.0382;3
0;1.259656;instantiate;0;3;0.4629133;0.2188976;0.1764689;0.2892522;2.254379;0;0;1.075529;4
0;1.412584;mouse;0;3;0.5397676;0.2330709;0.570011;0.235671;1.738552;0.540638;1.055708;1.16382;4
0;1.531471;destroy;0;3;0.5379803;0.2346457;0.5751972;0.217518;2.334649;0;1.174595;1.16382;4
0;1.599444;instantiate;0;4;0.5701519;0.2283465;0.08547866;0.2821988;2.116205;0;0;1.078576;5
0;1.854443;destroy;0;4;0.8078642;0.2393701;0.8624878;0.2068425;2.477292;0;1.053659;1.0382;5
0;2.024487;instantiate;0;5;0.5040215;0.2614173;0.8477843;0.05496359;2.13931;0;0;1.164021;6
0;2.347475;destroy;0;5;0.2546917;0.4346457;0.2225734;0.4527198;2.254379;0;1.087819;1.075529;6
0;2.466512;instantiate;0;6;0.2243074;0.4661417;0.1320458;0.08622083;2.09272;0;0;1.188298;7
0;2.483497;mouse;0;6;0.2225201;0.4661417;0.06699392;0.4333965;1.781054;0.6877066;0.8840523;1.078576;3
0;2.687518;destroy;0;6;0.106345;0.4519685;0.06237274;0.471196;2.116205;0;1.088074;1.078576;7
0;2.789546;mouse;0;6;0.09830206;0.4755906;0.1259878;0.1454425;1.801677;0.7668926;0.3230343;1.188298;2
0;2.789546;instantiate;0;7;0.09830206;0.4755906;0.2069892;0.1693615;2.082003;0;0;1.165941;8
0;3.146605;mouse;0;7;0.1152815;0.2818898;0.1196269;0.2076253;1.801677;0.9518279;0.6800928;1.188298;3
0;3.19755;destroy;0;7;0.1152815;0.2771654;0.9387029;0.03728476;2.13931;0;1.173063;1.164021;8
0;3.21455;instantiate;0;8;0.1143878;0.2724409;0.1606194;0.8550547;2.264093;0;0;1.018761;9
0;3.299482;mouse;1;8;0.1242181;0.2299213;0.1169008;0.2342751;1.801677;0.8294519;0.8329706;1.188298;3
0;3.605533;instantiate;0;9;0.1644325;0.08503937;0.4495477;0.7696764;2.354536;0;0;1.146879;10
0;3.709538;mouse;0;9;0.1671135;0.05354331;0.164068;0.09159756;1.503994;0.7279037;0.9199924;1.165941;4
0;3.964496;destroy;0;9;0.1572833;0.1716535;0.1523622;0.1231234;2.082003;0;1.17495;1.165941;10
0;3.981443;instantiate;0;10;0.1572833;0.1716535;0.4770752;0.4709347;2.152044;0;0;1.108268;11
0;3.998393;mouse;0;10;0.1572833;0.1716535;0.1169008;0.2342751;0;0.8294519;1.531881;1.188298;4
0;4.249495;destroy;0;10;0.1304736;0.5700787;0.1658923;0.7969565;2.264093;0;1.034945;1.018761;11
0;4.453515;instantiate;0;11;0.2260947;0.5543307;0.07669875;0.7700276;2.099717;0;0;1.19399;12
0;4.725418;mouse;0;11;0.4343164;0.3606299;0.4849676;0.3231165;1.975661;0.8611139;0.7439747;1.108268;3
0;4.75938;destroy;0;11;0.432529;0.3590551;0.5856214;0.7381532;2.354536;0;1.153848;1.146879;12
0;4.895379;instantiate;0;12;0.4736372;0.2944882;0.7560489;0.8961406;2.209128;0;0;1.013547;13
0;4.980225;mouse;0;12;0.5040215;0.2661417;0.4875984;0.2738439;1.975661;0.5537338;0.9987812;1.108268;3
0;5.099182;destroy;0;12;0.4986595;0.2645669;0.4888262;0.25085;2.152044;0;1.117739;1.108268;13
0;5.660634;destroy;0;13;0.08132261;0.776378;0.0674049;0.8586467;2.099717;0;1.207119;1.19399;13
0;5.796643;mouse;0;13;0.07059875;0.8440945;0.7769059;0.733676;1.847085;0.5790154;0.9012642;1.013547;1
0;5.91553;destroy;0;13;0.2779267;0.7606299;0.7796096;0.7126158;2.209128;0;1.020151;1.013547;13
1;0;instantiate;0;0;0.4262735;0.6220472;0.2047947;0.6372446;2.247111;0;0;1.255092;14
1;0.3987827;instantiate;0;1;0.2502234;0.6787401;0.9147574;0.5426267;2.366685;0;0;1.116637;15
1;0.6706371;mouse;1;1;0.25916;0.5826772;0.2487474;0.5645913;1.58976;0.9831661;0.6706371;1.255092;2
1;0.9255047;instantiate;0;2;0.6523682;0.407874;0.5627687;0.8325453;2.11032;0;0;1.103239;16
1;1.367449;mouse;1;2;0.9070598;0.3070866;0.9158465;0.3153085;2.346958;0.6139833;0.9686661;1.116637;3
1;1.418394;instantiate;0;3;0.9079535;0.3070866;0.4592152;0.2193894;2.098335;0;0;1.125687;17
1;1.96328;instantiate;0;4;0.6291332;0.8850394;0.616001;0.3783143;2.068713;0;0;1.195222;18
1;1.997276;mouse;0;4;0.6336014;0.888189;0.645665;0.9155402;1.547773;0.3779581;1.071772;1.103239;4
1;2.031214;destroy;0;4;0.639857;0.888189;0.6482157;0.9180939;2.11032;0;1.105709;1.103239;18
1;2.47316;instantiate;0;5;0.5272565;0.2992126;0.8050887;0.6410498;2.09002;0;0;1.212589;19
1;2.558022;destroy;0;5;0.5683646;0.2551181;0.476013;0.1273224;2.098335;0;1.139627;1.125687;19
1;2.898161;instantiate;0;6;0.7104558;0.3149606;0.8004272;0.08956933;2.018282;0;0;1.215818;20
1;2.949106;mouse;1;6;0.7113494;0.3307087;0.7085518;0.3375778;1.706123;0.6781929;0.9858265;1.195222;3
1;3.35705;instantiate;0;7;0.8364611;0.703937;0.9112678;0.6205341;2.128459;0;0;1.155266;21
1;3.39102;mouse;0;7;0.844504;0.727559;0.827725;0.7931294;1.711746;0.7663344;0.91786;1.212589;4
1;3.696957;destroy;0;7;0.844504;0.7700787;0.8351333;0.8429009;2.09002;0;1.223797;1.212589;21
1;3.798996;mouse;0;7;0.8328865;0.8503937;0.9131426;0.5278649;2.05651;0.8844678;0.441946;1.155266;3
1;3.85001;instantiate;0;8;0.8257372;0.8582677;0.8416155;0.587518;2.451603;0;0;1.124665;22
1;4.12254;destroy;0;8;0.8847185;0.5669292;0.9072168;0.1474346;2.018282;0;1.224379;1.215818;22
1;4.37767;instantiate;0;9;0.9034852;0.4598425;0.395319;0.379487;2.404571;0;0;1.238264;23
1;4.411989;mouse;0;9;0.9034852;0.4598425;0.9156421;0.4043061;2.05651;0.5292303;1.054939;1.155266;3
1;4.514271;destroy;0;9;0.9124218;0.415748;0.9160588;0.3837129;2.128459;0;1.157221;1.155266;23
1;4.616209;mouse;0;9;0.9267203;0.3559055;0.7604852;0.5462479;1.980112;0.8508084;0.7661991;1.124665;2
1;4.905207;mouse;0;9;0.7399464;0.511811;0.7280331;0.5297399;1.980112;0.4729944;1.055197;1.124665;2
1;4.905207;instantiate;0;10;0.7399464;0.511811;0.5031947;0.05230517;2.014572;0;0;1.248528;24
1;4.990271;destroy;0;10;0.7417337;0.511811;0.7190186;0.5251544;2.451603;0;1.140261;1.124665;24
1;5.364403;instantiate;0;11;0.3440572;0.2755905;0.8823708;0.09492797;2.362017;0;0;1.240793;25
1;5.432388;mouse;1;11;0.3217158;0.2677165;0.3118693;0.2735574;1.722609;0.6369705;1.054718;1.238264;3
1;5.806416;instantiate;0;12;0.5504915;0.1559055;0.3127258;0.2263978;2.196183;0;0;1.197931;26
1;5.874399;mouse;1;12;0.5317248;0.1637795;0.5448326;0.1530698;1.467653;0.7422256;0.9691925;1.248528;4
1;6.435589;mouse;0;13;0.4396783;0.503937;0.5448326;0.1530698;0;0.7422256;1.530382;1.248528;3
1;6.605627;destroy;0;13;0.3485255;0.4850394;0.9159371;0.1501779;2.362017;0;1.241224;1.240793;26
1;7.01372;destroy;0;13;0.4521894;0.3732283;0.1902992;0.2747257;2.196183;0;1.207304;1.197931;26
2;0;instantiate;0;0;0.3905272;0.7385827;0.8687155;0.288811;2.399696;0;0;1.296775;27
2;0.459549;instantiate;0;1;0.7077748;0.4582677;0.490992;0.7090754;2.183026;0;0;1.345779;28
2;0.9034882;instantiate;0;2;0.9320822;0.3716536;0.8757384;0.1159187;2.093925;0;0;1.397082;29
2;1.073551;mouse;1;2;0.9392315;0.3527559;0.9213982;0.3596154;1.859254;0.6722032;1.073551;1.296775;3
2;1.345318;instantiate;0;3;0.873101;0.311811;0.3672948;0.5883762;2.214949;0;0;1.44504;30
2;1.737625;instantiate;0;4;0.5093834;0.4456693;0.2058948;0.1226031;2.39238;0;0;1.438288;31
2;1.80637;destroy;0;4;0.5067024;0.4535433;0.5201684;0.9529577;2.183026;0;1.346821;1.345779;31
2;2.316898;destroy;0;4;0.5067024;0.4551181;0.9412432;0.2977172;2.093925;0;1.41341;1.397082;31
2;2.333847;instantiate;0;5;0.5067024;0.4551181;0.5366057;0.7096834;2.374589;0;0;1.325168;32
2;2.725246;instantiate;0;6;0.5067024;0.4551181;0.2094917;0.7134392;2.053392;0;0;1.221179;33
2;2.793201;destroy;0;6;0.5067024;0.4551181;0.5173888;0.6456897;2.214949;0;1.447884;1.44504;33
2;3.184582;destroy;0;6;0.5067024;0.4551181;0.2561558;0.381622;2.39238;0;1.446957;1.438288;33
2;3.320488;instantiate;0;7;0.5067024;0.4551181;0.7783455;0.4249847;2.060714;0;0;1.449515;34
2;3.660191;destroy;0;7;0.5067024;0.4551181;0.4166807;0.81163;2.374589;0;1.326344;1.325168;34
2;3.728405;instantiate;0;8;0.5067024;0.4551181;0.08534089;0.4644547;2.383806;0;0;1.412123;35
2;3.949409;destroy;0;8;0.5067024;0.4551181;0.2870128;0.5997168;2.053392;0;1.224163;1.221179;35
2;4.272655;instantiate;0;9;0.5067024;0.4551181;0.5998932;0.2091031;2.434674;0;0;1.392483;36
2;4.731808;instantiate;0;10;0.5067024;0.4551181;0.07946685;0.5711873;2.308464;0;0;1.432868;37
2;4.783222;destroy;0;10;0.5067024;0.4551181;0.6490253;0.496498;2.060714;0;1.462734;1.449515;37
2;5.14048;instantiate;0;11;0.5067024;0.4551181;0.7416472;0.6452469;2.19459;0;0;1.256984;38
2;5.157497;destroy;0;11;0.5067024;0.4551181;0.08310503;0.2915146;2.383806;0;1.429092;1.412123;38
2;5.395454;mouse;1;11;0.5567471;0.407874;0.5628898;0.4163104;1.941424;0.7013131;1.122799;1.392483;3
2;5.582588;instantiate;0;12;0.5522788;0.407874;0.7242234;0.2053408;2.265399;0;0;1.415995;39
2;6.177532;destroy;0;13;0.4709562;0.3937008;0.1634957;0.3838665;2.308464;0;1.445724;1.432868;39
2;6.398499;destroy;0;13;0.4709562;0.3952756;0.6190389;0.7040588;2.19459;0;1.258018;1.256984;39
2;7.010563;destroy;0;13;0.4718499;0.3952756;0.5870301;0.121748;2.265399;0;1.427975;1.415995;39
3;0;instantiate;0;0;0.4781055;0.3874016;0.2489298;0.7318997;2.062183;0;0;1.456266;40
3;0.6630058;instantiate;0;1;0.2931189;0.6677166;0.424486;0.5525891;2.235361;0;0;1.454641;41
3;1.12302;mouse;1;1;0.1912422;0.8661417;0.1941285;0.8695112;1.480408;0.7462247;1.12302;1.456266;2
3;1.207958;instantiate;0;2;0.1912422;0.8661417;0.270554;0.9075723;2.275853;0;0;1.590331;42
3;1.751976;instantiate;0;3;0.3521001;0.6992126;0.6105078;0.7012473;2.124623;0;0;1.434576;43
3;2.125851;destroy;0;3;0.360143;0.8897638;0.4346353;0.8632124;2.235361;0;1.462845;1.454641;43
3;2.17683;instantiate;0;4;0.360143;0.8992126;0.3666243;0.5172685;2.477053;0;0;1.363467;44
3;2.789093;instantiate;0;5;0.4128686;0.7496063;0.8846217;0.5017781;2.162898;0;0;1.471139;45
3;2.806046;destroy;0;5;0.4191242;0.7401575;0.4305828;0.8867667;2.275853;0;1.598087;1.590331;45
3;3.196892;destroy;0;5;0.3941019;0.7165354;0.4519502;0.7305231;2.124623;0;1.444916;1.434576;45
3;3.417683;instantiate;0;6;0.3941019;0.7165354;0.4288968;0.7662318;2.436831;0;0;1.503083;46
3;3.553711;destroy;0;6;0.3941019;0.7165354;0.3496534;0.8265703;2.477053;0;1.376881;1.363467;46
3;3.87714;instantiate;0;7;0.3941019;0.7165354;0.7909074;0.5243258;2.480281;0;0;1.573833;47
3;4.268196;destroy;0;7;0.3941019;0.7165354;0.895129;0.1988224;2.162898;0;1.479103;1.471139;47
3;4.557156;instantiate;0;8;0.3941019;0.7165354;0.1947634;0.2707702;2.028564;0;0;1.569887;48
3;4.931252;destroy;0;8;0.3941019;0.7165354;0.41466;0.7548503;2.436831;0;1.513569;1.503083;48
3;5.101471;instantiate;0;9;0.3941019;0.7165354;0.2501984;0.2664183;2.116642;0;0;1.381908;49
3;5.458435;destroy;0;9;0.3941019;0.7165354;0.6412209;0.3987505;2.480281;0;1.581295;1.573833;49
3;5.764423;instantiate;0;10;0.3941019;0.7165354;0.4441629;0.2694119;2.483372;0;0;1.44243;50
3;6.139244;destroy;0;10;0.3941019;0.7165354;0.02206132;0.2882648;2.028564;0;1.582088;1.569887;50
3;6.309582;instantiate;0;11;0.3941019;0.7165354;0.9242335;0.7267099;2.222661;0;0;1.342305;51
3;6.496864;destroy;0;11;0.3941019;0.7165354;0.3165702;0.0899919;2.116642;0;1.395393;1.381908;51
3;6.974045;instantiate;0;12;0.3941019;0.7165354;0.9051636;0.6861137;2.49154;0;0;1.520931;52
3;7.212948;destroy;0;12;0.3941019;0.7165354;0.3125381;0.1447004;2.483372;0;1.448524;1.44243;52
3;7.655556;destroy;0;13;0.3941019;0.7165354;0.8744229;0.5138289;2.222661;0;1.345974;1.342305;52
3;8.506817;destroy;0;13;0.3941019;0.7165354;0.8240552;0.75583;2.49154;0;1.532772;1.520931;52
4;0;instantiate;0;0;0.5156389;0.5070866;0.2785746;0.4261734;2.181051;0;0;1.482859;53
4;0.4757919;instantiate;0;1;0.3092046;0.5354331;0.5004051;0.6791652;2.470758;0;0;1.509312;54
4;0.6118088;mouse;1;1;0.3100983;0.5338582;0.2974654;0.5240085;1.718956;0.9156515;0.6118088;1.482859;2
4;1.172714;instantiate;0;2;0.536193;0.7984252;0.180805;0.07918414;2.196218;0;0;1.724999;55
4;1.325775;mouse;1;2;0.5263628;0.815748;0.5250422;0.8461836;2.026176;0.9570869;0.8499832;1.509312;3
4;1.852806;instantiate;0;3;0.1921358;0.3149606;0.48542;0.9439486;2.476723;0;0;1.687888;56
4;2.142731;mouse;1;3;0.1385165;0.2346457;0.1498527;0.2373658;1.727454;0.9566116;0.9700165;1.724999;3
4;2.397629;instantiate;0;4;0.2940125;0.6283464;0.3810619;0.7385551;2.205552;0;0;1.53076;57
4;2.958527;mouse;1;4;0.386059;0.8346457;0.3949444;0.8304003;1.775879;0.8719801;1.105721;1.687888;3
4;3.111519;instantiate;0;5;0.4191242;0.8251969;0.6677195;0.9311476;2.170372;0;0;1.646206;58
4;3.298874;mouse;1;5;0.4334227;0.8173229;0.4309456;0.8495458;1.570031;0.9347391;0.9012451;1.53076;3
4;3.656174;instantiate;0;6;0.6264522;0.7905512;0.2933088;0.3209;2.246962;0;0;1.671745;59
4;4.064102;mouse;1;6;0.6568365;0.7700787;0.6468235;0.7613722;1.825008;0.9429376;0.9525833;1.646206;3
4;4.387108;instantiate;0;7;0.414656;0.3559055;0.2105122;0.05279559;2.118521;0;0;1.524836;60
4;4.710449;mouse;1;7;0.3422699;0.1748032;0.3373751;0.1621511;1.679727;0.8955655;1.054276;1.671745;3
4;4.931412;instantiate;0;8;0.2252011;0.1685039;0.8313927;0.9186993;2.157266;0;0;1.527675;61
4;5.271385;mouse;1;8;0.1420912;0.08503937;0.1404691;0.09752935;1.571272;0.9425187;0.8842773;1.524836;3
4;5.628571;instantiate;0;9;0.7310098;0.5795276;0.6138943;0.1332705;2.010926;0;0;1.487959;62
4;6.053337;mouse;1;9;0.8132261;0.7338583;0.8141097;0.707778;1.904622;0.7892478;1.121925;1.527675;3
4;6.325417;instantiate;0;10;0.7122431;0.4771653;0.53996;0.7730814;2.479938;0;0;1.489483;63
4;6.699394;mouse;1;10;0.6255586;0.3055118;0.6334063;0.313814;1.719575;0.806133;1.070824;1.487959;3
4;6.937256;instantiate;0;11;0.6336014;0.6661417;0.1516515;0.5070634;2.1171;0;0;1.502936;64
4;7.209152;mouse;1;11;0.6568365;0.8173229;0.6434158;0.8102697;2.102189;0.9309364;0.8837357;1.489483;3
4;7.634041;instantiate;0;12;0.2421805;0.6110236;0.5309917;0.5632153;2.440124;0;0;1.725679;65
4;7.872116;mouse;1;12;0.2144772;0.6267716;0.2040403;0.6127357;1.500417;0.9047558;0.9348602;1.502936;3
4;8.433449;mouse;1;13;0.5737265;0.3984252;0.5622117;0.4226311;1.883307;0.9616234;0.799408;1.725679;2
